CATIA V5 Fundamentals Boot Camp	California State University Long Beach	College of Professional and International Education	Certificate	Certificate	California State University, Long Beach	Hybrid Online/Offline	8	70 hours	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Cal+State+Long+Beach+Seal+Resized+160px.jpg	396		https://www.cpie.csulb.edu/continuinged/course_listing/programdescription.aspx?OfferingID=10078&Content=2	This is a combined in-person and online program preparing students for careers that require the use of CATIA V5. CATIA V5 is a Dassault Systems’ computer-aided drafting (CAD) and computer-aided (CAM) manufacturing software that is used in multiple industries including aerospace, automation, and automotive production. Designed for working professionals currently using CATIA V4, or engineers and designers with CAD and 3D construction experience, this certificate requires 20 hours of in-person instruction and 50 hours of online lab time.	Fall: August 23; Spring: January 24 	Working engineers currently using CATIA V4 on the job; Working engineers and designers with prior CAD knowledge interested in upskilling; Individuals with an engineering background interested in additive manufacturing	CAD/CAM, Additive Manufacturing, Engineers, Designers	Rolling
Aeronautics	Embry-Riddle Aeronautical University - Worldwide and Online Campus	Worldwide and Online Campus	Master of Science	Master’s	Embry-Riddle Aeronautical University	Online	33	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Embry+Riddle+Logo+160px.jpg	714	22737	https://erau.edu/degrees/master/aeronautics	This online program is designed for working professionals in the aviation or aerospace industry looking to upgrade their skills. Delivered through Embry-Riddle’s Worldwide and Online Campus, this fully online degree prepares working professionals for career advancement opportunities as pilots, flight engineers, aviation and aeronautical designers, and aerospace engineers.	Rolling Start Date. July to November; January to May (No graduate classes in December or June)  	Working Engineers	Aeronautics, Aviation, Engineers	Rolling
Unmanned Systems	Embry-Riddle Aeronautical University - Worldwide and Online Campus	Worldwide and Online Campus	Master of Science	Master’s	Embry-Riddle Aeronautical University	Online	36	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Embry+Riddle+Logo+160px.jpg	714	24804	https://erau.edu/degrees/master/unmanned-systems	This online program is designed for anyone interested in developing a specialty in unmanned systems. Delivered through Embry-Riddle’s Worldwide and Online Campus, this fully online degree examines the application, development, and management of unmanned systems and prepares students for continuing education or careers as unmanned air systems engineers, analysts, subject-matter experts, and other similar positions. 	Rolling Start Date. July to November; January to May (No graduate classes in December or June)  https://worldwide.erau.edu/administration/academic-calendar	Working Engineers	Unmanned Systems, Engineers	Rolling
Aerospace Engineering	Embry-Riddle Aeronautical University - Worldwide and Online Campus	Worldwide and Online Campus	Master of Science	Master’s	Embry-Riddle Aeronautical University	Online	30	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Embry+Riddle+Logo+160px.jpg	714	30000	https://erau.edu/degrees/master/aerospace-engineering#ww-campus	This online program is designed for working professionals in the aviation or aerospace industry with a bachelor’s degree in aerospace, aeronautics, engineering or a closely related field. Delivered through Embry-Riddle’s Worldwide and Online Campus, this fully online degree prepares students for high-level careers designing aircraft, spacecraft, and satellites.	Rolling Start Date. July to November; January to May (No graduate classes in December or June)  https://worldwide.erau.edu/administration/academic-calendar"	Working engineers	Aerospace Engineering, Engineers	Rolling
Aviation and Aerospace Sustainability	Embry-Riddle Aeronautical University - Worldwide and Online Campus	Worldwide and Online Campus	Master of Science	Master’s	Embry-Riddle Aeronautical University	Online	36	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Embry+Riddle+Logo+160px.jpg	714	27078	https://erau.edu/degrees/master/aviation-and-aerospace-sustainability	This online program is designed for working professionals in the aviation or aerospace industry looking to upgrade their skills. Delivered through Embry-Riddle’s Worldwide and Online Campus, this fully online degree teaches students how to implement sustainable practices in the aviation and aerospace industries. This program provides students with a deep understanding of aerospace and aviation industries as business entities and of how these industries can be contribute solutions for conservation and renewability of resources.	Rolling Start Date. July to November; January to May (No graduate classes in December or June)  https://worldwide.erau.edu/administration/academic-calendar"	Working engineers	Aerospace Engineering, Sustainability, Engineers	Rolling
Aviation Cybersecurity Management and Policy	Embry-Riddle Aeronautical University - Worldwide and Online Campus	Worldwide and Online Campus	Certificate	Certificate	Embry-Riddle Aeronautical University	Online	12	6 months-1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Embry+Riddle+Logo+160px.jpg	689	8268	https://erau.edu/degrees/certificate/aviation-cybersecurity-management-policy	This online post-graduate certificate program is designed for working professionals in the aviation industry. Delivered through Embry-Riddle’s Worldwide and Online Campus, this fully online program teaches aviation professionals how to implement cybersecurity awareness into their work and effectively protect against aviation-specific cybersecurity issues.	Rolling Start Date 	Working engineers	Aviation, Cybersecurity, Management	Rolling
Aviation Cybersecurity Management and Policy	Embry-Riddle Aeronautical University - Worldwide and Online Campus	Worldwide and Online Campus	Master of Science	Master’s	Embry-Riddle Aeronautical University	Online	30	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Embry+Riddle+Logo+160px.jpg	689	20670	https://erau.edu/degrees/certificate/aviation-cybersecurity-management-policy	This online post-graduate certificate program is designed for working professionals in the aviation industry. Delivered through Embry-Riddle’s Worldwide and Online Campus, this fully online program teaches aviation professionals how to implement cybersecurity awareness into their work and effectively protect against aviation-specific cybersecurity issues.	Rolling Start Date 	Working engineers	Aviation, Cybersecurity, Management	Rolling
Aviation Maintenance	Embry-Riddle Aeronautical University - Worldwide and Online Campus	Worldwide and Online Campus	Master of Aviation Maintenance	Master’s	Embry-Riddle Aeronautical University	Online	30	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Embry+Riddle+Logo+160px.jpg	714	24780	https://erau.edu/degrees/master/aviation-maintenance	This online program is designed for recent college graduates or young professionals early in their careers. Delivered through Embry-Riddle’s Worldwide and Online Campus, this fully online degree prepares students for supervisory and management roles in the aviation maintenance industry. This program culminates in a graduate capstone. 	Rolling Start Date. July to November; January to May (No graduate classes in December or June)  https://worldwide.erau.edu/administration/academic-calendar"	Recent college graduates or professionals interested in entry-level work in the aviation industry 	Aviation, Management	Rolling
Aviation Maintenance Technology Part 65	Embry-Riddle Aeronautical University - Worldwide and Online Campus	Worldwide and Online Campus	Certificate	Certificate	Embry-Riddle Aeronautical University	Online	18	6 months-1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Embry+Riddle+Logo+160px.jpg	390	7020	https://erau.edu/degrees/certificate/aviation-maintenance-technology-part-65	This online certificate program is specifically for individuals preparing to undergo the Federal Aviation Administration (FAA) Airframe and Powerplant licensing exam. Working professionals who meet the practical experience requirements laid out in Part 65 of the Federal Aviation Regulations can enroll in this fully online certificate program. This certificate focuses broadly on the concepts covered in the Airframe and Powerplant written exam. Topics covered include general aeronautics, airframe systems, and powerplant systems. 	Rolling Start Date	Recent college graduates or professionals interested in entry-level work in the aviation industry 	Aviation, Technicians	Rolling
Administration in Aviation	Embry-Riddle Aeronautical University - Worldwide and Online Campus	Worldwide and Online Campus	Master of Business Administration	Master’s	Embry-Riddle Aeronautical University	Online	21	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Embry+Riddle+Logo+160px.jpg	714	22737	https://erau.edu/degrees/master/business-administration-aviation#ww-campus	This online program is designed for working professionals who are interested in transitioning to administrative roles in the aviation industry. Delivered through Embry-Riddle’s Worldwide and Online Campus, this fully online degree teaches students the latest best practices in aviation leadership and management. With an emphasis on modern management concepts, this program covers topics such as managerial finance and advanced aviation economics. This program culminates in a comprehensive exam.	Rolling Start Date. July to November; January to May (No graduate classes in December or June)  https://worldwide.erau.edu/administration/academic-calendar"	Working engineers or individuals in the aviation industry  interested in a management career track	aviation, management	Rolling
Engineering Management	Embry-Riddle Aeronautical University - Worldwide and Online Campus	Worldwide and Online Campus	Master of Science	Master’s	Embry-Riddle Aeronautical University	Online	36	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Embry+Riddle+Logo+160px.jpg	714	24804	https://erau.edu/degrees/master/engineering-management	This online program is designed for working professionals in industrial or research fields with a strong background in engineering, math, or physical science. Delivered through Embry-Riddle’s Worldwide and Online Campus, this fully online degree builds on students’ existing experience and teaches them new skills around planning and coordinating engineering projects and teams. Upon graduation, students will be prepared to transition into a managerial role within a technical environment. 	Rolling Start Date. July to November; January to May (No graduate classes in December or June)  https://worldwide.erau.edu/administration/academic-calendar"	Working engineers in various industries  interested in transitioning to management roles	engineering, management	Rolling
Systems Engineering	Embry-Riddle Aeronautical University - Worldwide and Online Campus	Worldwide and Online Campus	Master of Science	Master’s	Embry-Riddle Aeronautical University	Online	30	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Embry+Riddle+Logo+160px.jpg	714	20670	https://erau.edu/degrees/master/systems-engineering	This online program is designed for working engineers and engineering managers. Delivered through Embry-Riddle’s Worldwide and Online Campus, this fully online degree allows students to pursue a technical track focused on system design, analysis, and implementation or an engineering management track focused on organization and process. 	Rolling Start Date. July to November; January to May (No graduate classes in December or June)  https://worldwide.erau.edu/administration/academic-calendar"	Working engineers in various industries  interested in transitioning to management roles	systems, engineering, management	Rolling
Unmanned & Autonomous Systems Engineering	Embry-Riddle Aeronautical University - Worldwide and Online Campus	Worldwide and Online Campus	Master of Science	Master’s	Embry-Riddle Aeronautical University	Online	30	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Embry+Riddle+Logo+160px.jpg	714	20670	https://erau.edu/degrees/master/unmanned-autonomous-systems-engineering#ww-campus	This online program is designed for anyone interested in developing a specialty in unmanned systems. Delivered through Embry-Riddle’s Worldwide and Online Campus, this fully online degree allows students to gain a competitive edge in the burgeoning field of unmanned flight.	Rolling Start Date. July to November; January to May (No graduate classes in December or June)  https://worldwide.erau.edu/administration/academic-calendar"	Engineers working with unmanned or autonomous systems; individuals generally interested in unmanned systems	unmanned systems, engineers	Rolling
Small Unmanned Aircraft Systems (sUAS)	Embry-Riddle Aeronautical University - Worldwide and Online Campus	Worldwide and Online Campus	Certificate	Certificate	Embry-Riddle Aeronautical University	Online	6	6 months-1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Embry+Riddle+Logo+160px.jpg	199.5	1197	https://proed.erau.edu/programs/small-unmanned-aircraft-systems#courses	This online certificate program is designed for any individuals interested in operating or overseeing the operation of sUAS (anything under 55lbs). Delivered through Embry-Riddle’s Worldwide and Online Campus, this fully online program provides an overview of unmanned aircraft systems, today’s sUAS applications, and safety regulations.	Rolling Start Date. July to November; January to May (No graduate classes in December or June)  https://worldwide.erau.edu/administration/academic-calendar"		Unmanned Systems, Operators	Rolling
sUAS for Public Safety	Embry-Riddle Aeronautical University - Worldwide and Online Campus	Worldwide and Online Campus	Certificate	Certificate	Embry-Riddle Aeronautical University	Online	6	4 weeks	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Embry+Riddle+Logo+160px.jpg	199.5	1197	https://proed.erau.edu/programs/suas-for-public-safety	This professional certificate program is designed for individuals interested in the regulatory framework and public safety structure surrounding the operation of sUAS. Delivered through Embry-Riddle’s Worldwide and Online Campus, this is a fully online program. Upon completion, students have the option of advancing to in-person flight training at one of Embry-Riddle’s campus locations in Daytona Beach, Florida or Prescott, Arizona.	January, April, July and October		Unmanned Systems, Operators	Rolling
Aerospace Engineering	"University of California, Los Angeles"	Henry Samueli School of Engineering and Applied Science	Master of Science	Master’s	University of California, Los Angeles	Offline	36	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCLA+Logo+Blue+Text+on+White+Resized.jpg	476	11442-22884	https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/mechanical-aerospace-engineering-department/aerospace-engineering/	A one to two year graduate program designed for students with a degree in mechanical or aerospace engineering. Aerospace engineering at UCLA is a research-intensive program that allows students to specialize in an area of their choosing. This program combines advanced concepts and deep quantitative knowledge with a creative emphasis to foster students’ problem-solving skills. Upon completion, students will be prepared to conduct Ph.D. level research or enter the aerospace industry.	Fall (9/28); Winter (1/4); Spring (3/24) 		mechanical engineering, aerospace engineering, engineers	December 1
Aerospace Engineering	"University of California, Los Angeles"	Henry Samueli School of Engineering and Applied Science	Ph.D.	Doctorate	University of California, Los Angeles	Offline		4-6 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCLA+Logo+Blue+Text+on+White+Resized.jpg		45768-68652	https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/mechanical-aerospace-engineering-department/aerospace-engineering/	A rigorous, research-based program designed for students with postgraduate degrees in aerospace engineering or a closely related engineering field. In this program, students will conduct independent research under the guidance of an advisor that will culminate in a doctoral dissertation.	Fall (9/28); Winter (1/4); Spring (3/24) 		Aerospace Engineering, Engineers	December 1
Aerospace Engineering	"University of California, Los Angeles"	Henry Samueli School of Engineering and Applied Science	Master of Science	Master’s	University of California, Los Angeles	Online	36	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCLA+Logo+Blue+Text+on+White+Resized.jpg	476	11442-22884	https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/mechanical-aerospace-engineering-department/aerospace-engineering/	A one to two year online graduate program designed for students with a degree in mechanical or aerospace engineering. Delivered through UCLA's online platform, this is a research-intensive academic master's program that builds on students' existing engineering foundation while allowing them to specialize in an area of their choosing. This program combines advanced concepts and deep quantitative knowledge with a creative emphasis to foster students’ problem-solving skills. Although this program is remote, students will be in contact with an academic advisor throughout their studies. Upon completion, students will be prepared to conduct Ph.D. level research or enter the aerospace industry.	Fall (9/28); Winter (1/4); Spring (3/24) 		mechanical engineering, aerospace engineering, engineers	December 1
Mechanical Engineering	"University of California, Los Angeles"	Henry Samueli School of Engineering and Applied Science	Master of Science	Master’s	University of California, Los Angeles	Offline	36	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCLA+Logo+Blue+Text+on+White+Resized.jpg	476	11442-22884	https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/mechanical-aerospace-engineering-department/mechanical-engineering/	A one to two year graduate program designed for students with a degree in mechanical or aerospace engineering. Mechanical engineering at UCLA is a research-intensive program that allows students to specialize in an area of their choosing. Students will receive advanced training and be prepared to conduct Ph.D. level research or launch careers in aeronautics, aerospace, energy, semiconductor, or other similar fields.	Fall (9/28); Winter (1/4); Spring (3/24) 		Mechanical Engineering, Engineers	December 1
Mechanical Engineering	"University of California, Los Angeles"	Henry Samueli School of Engineering and Applied Science	Ph.D.	Doctorate	University of California, Los Angeles	Offline		4-6 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCLA+Logo+Blue+Text+on+White+Resized.jpg		45768-68652	https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/mechanical-aerospace-engineering-department/mechanical-engineering/	A rigorous, research-based program designed for students with postgraduate degrees in mechanical or aerospace engineering. In this program, students will conduct independent research under the guidance of an advisor that will culminate in a dissertation. This program prepares students for high-level engineering careers in aerospace, energy, semiconductor, and other similar fields. 	Fall (9/28); Winter (1/4); Spring (3/24) 		Mechanical Engineering, Engineers	December 1
Engineering	"University of California, Los Angeles"	Henry Samueli School of Engineering and Applied Science,	Master of Science	Master’s	University of California, Los Angeles	Online	36	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCLA+Logo+Blue+Text+on+White+Resized.jpg	476	11442-22884	https://www.msol.ucla.edu/	A one to two year online program designed for highly-qualified engineers who have professional experience and require additional flexibility with their continuing education. This online engineering program allows students to focus on a specific major or build an interdisciplinary program of study that fits their career goals.	Fall (9/28); Winter (1/4); Spring (3/24) 		Mechanical Engineering, Electrical Engineering, Aerospace Engineering, Aeronautical Engineering,General Engineering, Engineers	December 1
Materials Science and Engineering	"University of California, Los Angeles"	Henry Samueli School of Engineering and Applied Science	Master of Science	Master’s	University of California, Los Angeles	Offline	36	2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCLA+Logo+Blue+Text+on+White+Resized.jpg	476	11442-22884	https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/materials-science-engineering/	A two year graduate program designed for students with a degree in materials science, metallurgy or ceramics. Materials Science and Engineering is a research-intensive program that allows students to specialize in an area of their choosing. Students will receive advanced training and be prepared to conduct Ph.D. level research or launch careers in manufacturing and similar fields. 	Fall (9/28); Winter (1/4); Spring (3/24) 		Materials Science, Engineers	December 1
Materials Science and Engineering	"University of California, Los Angeles"	Henry Samueli School of Engineering and Applied Science	Ph.D.	Doctorate	University of California, Los Angeles	Offline		4-6 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCLA+Logo+Blue+Text+on+White+Resized.jpg		45768-68652	https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/materials-science-engineering/	A rigorous, research-based program designed for students with postgraduate degrees in materials science, metallurgy or ceramics. In this program, students will conduct original, independent research under the guidance of an advisor that will culminate in a dissertation. This program prepares students for high-level engineering careers in aerospace, energy, semiconductor, and other similar fields.	Fall (9/28); Winter (1/4); Spring (3/24) 		Materials Science, Engineers	December 1
